id,duration,order,ammsa_01_menlead,ammsa_02_misgivings,ammsa_03_emancipated,ammsa_04_custfalsacc,ammsa_05_battlesexes,ammsa_06_bionecessit,ammsa_07_amplesuppor,ammsa_08_mediadepict,ammsa_09_cupcoffee,ammsa_10_suggremarks,ammsa_11_darkalleys,ammsa_12_assertright,ammsa_13_praiselooks,ammsa_14_fascination,ammsa_15_playcoy,ammsa_16_exaggerate,ammsa_17_urgepartner,ammsa_18_singleinvit,ammsa_19_politicians,ammsa_20_marital,ammsa_21_steamboil,ammsa_22_retailiate,ammsa_23_onthejob,ammsa_24_hitbreaks,ammsa_25_robbery,ammsa_26_alcohol,ammsa_27_wllmntgest,ammsa_28_shelters,ammsa_29_envdestr,ammsa_30_punish,asi_01_nottrlycmplte,asi_02_spclfavours,asi_03_disaster_r,asi_04_inncntrem,asi_05_offended,asi_06_rominvlvd_r,asi_07_feminists_r,asi_08_qualpurity,asi_09_chersihed,asi_10_appreciate,asi_11_controlmen,asi_12_adore,asi_13_complete_r,asi_14_exgrtwork,asi_15_tightleash,asi_16_faircomp,asi_17_pedestal,asi_18_kickteasing_r,asi_19_moralsensib,asi_20_sacrifice,asi_21_reasondemands,asi_22_refinedsense,irma_01_whiledrunk,irma_02_sluttycloth,irma_03_roomalone,irma_04_actslut,irma_05_nounclear,irma_06_girlinitiate,irma_07_strongdesire,irma_08_carriedaway,irma_09_sexdriveooc,irma_10_drunkunint,irma_11_didntrealize,irma_12_bothdrunk,irma_13_physicresist,irma_14_physfightbck,irma_15_bruisesmarks,irma_16_noweapon,irma_17_deosntsayno,irma_18_agreeregret,irma_19_getbckatguys,irma_20_ledonregrets,irma_21_emotionalprb,irma_22_caughtcheat,sc_01_sexwanybody,sc_02_giveintooeasil,sc_03_biostrngerdriv,sc_04_dirtyjokes,sc_05_masturbation,sc_06_oralsex,sc_07_norespect,sc_08_menstrual,sc_09_havechildren,sc_10_sexualoutlet_r,sdo_01_simplyinferio,sdo_02_getwhatwant,sdo_03_chanceinlife,sdo_04_steponothers,sdo_05_fewerproblems,sdo_06_topbottom,sdo_07_infstayplace,sdo_08_mustbekept,sdo_09_groupsequal_r,sdo_10_ourideal_r,sdo_11_equalchance_r,sdo_12_eqlizeconds_r,sdo_13_increased_r,sdo_14_fewerprblms_r,sdo_15_eqlincomes_r,sdo_16_dominate_r,att_control,att_control_8_text
436,792,1,4,1,1,2,2,1,4,2,2,2,1,2,1,1,5,3,5,1,2,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,5,2,6,1,2,6,1,5,1,1,1,1,2,1,1,4,7,7,7,7,7,7,4,7,4,NA
437,1420,1,5,3,2,5,5,4,3,5,3,5,1,1,2,2,5,2,1,5,4,1,1,4,5,4,4,5,2,1,1,1,5,1,2,1,2,7,1,3,7,2,4,4,1,7,1,7,7,3,4,1,3,2,1,2,1,4,3,4,2,2,2,3,1,2,1,4,1,1,4,3,3,1,2,3,2,3,2,3,4,4,6,7,1,7,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,1,8,+
438,195,2,4,5,5,6,5,4,6,3,1,3,6,4,5,1,5,3,7,4,4,4,4,4,5,4,4,3,6,5,5,4,5,4,2,4,7,7,4,7,1,7,4,4,3,3,7,7,3,5,3,3,4,4,3,2,4,2,1,4,2,2,3,3,2,3,3,3,3,2,4,1,3,2,4,4,2,4,4,3,4,4,3,6,3,5,3,4,3,4,2,2,5,4,3,4,6,4,6,2,2,3,4,NA
439,312,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA
440,668,2,4,1,3,2,3,4,2,3,2,3,1,2,2,5,3,2,1,2,4,1,3,1,3,2,4,2,2,2,1,1,1,2,7,3,3,7,4,4,2,4,2,2,1,2,2,2,3,7,2,2,3,7,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,4,4,4,6,1,3,5,2,6,4,1,2,2,1,5,2,1,6,6,6,6,6,6,5,7,8,+
441,1004,2,2,5,4,5,5,2,5,5,2,4,2,5,2,2,2,5,5,2,2,4,5,2,4,2,6,6,2,5,2,5,2,3,2,2,2,4,2,4,2,4,2,2,5,2,2,2,2,5,4,2,4,5,2,4,2,4,2,2,4,4,4,2,2,3,3,3,2,2,2,4,2,3,2,3,5,5,6,5,7,4,5,5,1,7,2,2,2,2,6,5,3,5,4,5,5,5,5,5,5,5,8,+
442,1531,1,5,3,2,4,4,3,3,5,2,2,1,4,2,6,2,2,6,2,2,2,6,4,5,5,4,6,4,2,2,2,7,7,3,4,4,4,4,4,3,3,7,7,7,4,3,3,7,5,4,2,5,4,1,4,1,2,2,3,4,4,5,3,2,2,1,2,1,1,3,2,4,3,3,3,2,2,5,5,5,3,6,6,2,6,1,2,2,2,2,2,2,5,6,6,7,6,6,6,6,5,8,+
443,1100,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,5,1,1,3,7,7,1,1,4,5,1,1,1,3,1,3,1,1,1,3,1,7,1,7,7,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,4,1,5,3,6,5,1,3,3,4,3,3,4,5,6,5,6,5,6,7,5,8,+
444,1437,1,3,4,5,6,5,5,5,5,2,5,4,4,3,5,5,5,5,4,2,3,5,5,5,5,5,5,5,5,4,6,4,7,7,4,4,3,3,7,7,7,4,3,3,4,3,5,3,4,3,3,3,4,2,3,2,4,4,2,2,4,2,2,2,3,4,4,2,2,4,4,4,4,3,4,3,4,5,3,5,3,5,6,3,4,2,2,5,3,2,2,3,2,5,6,6,6,5,5,3,6,8,+
445,1316,2,5,5,6,5,5,5,6,5,5,5,5,7,7,5,5,4,6,7,5,6,5,5,4,4,5,5,4,5,5,4,6,2,6,6,2,2,1,5,5,2,4,5,6,6,5,3,1,4,5,7,7,2,4,3,3,1,3,3,3,3,4,3,4,3,1,3,4,1,4,4,4,5,4,3,3,2,1,5,7,5,3,7,7,7,6,1,1,6,6,2,6,6,6,6,6,6,6,6,3,1,8,+
446,1247,1,5,2,5,4,5,5,4,5,2,3,3,5,5,5,5,4,5,2,5,3,3,4,5,3,4,5,4,4,3,3,2,2,3,2,3,7,1,7,3,3,7,7,2,3,4,7,3,7,2,3,1,2,3,3,2,4,3,2,3,2,3,1,2,3,3,3,3,2,3,3,3,3,2,3,2,4,5,4,6,2,5,4,4,5,2,3,3,5,5,4,3,5,6,5,7,5,5,6,6,6,8,+
447,1153,1,5,2,4,5,2,5,2,6,2,4,2,6,6,4,4,2,4,2,4,4,5,4,4,5,4,6,5,2,2,2,5,3,4,7,4,5,4,4,6,4,7,7,7,4,3,7,7,7,4,4,4,3,2,1,2,2,2,2,2,3,4,1,1,1,1,1,2,1,2,2,3,2,2,4,4,5,6,5,6,4,3,4,3,5,2,2,2,2,2,2,2,2,5,6,6,6,6,6,6,6,6,NA
448,1491,2,5,2,2,4,5,1,1,2,1,5,5,4,3,3,4,2,6,2,6,1,2,2,5,6,4,5,4,2,2,2,2,7,4,3,4,5,3,3,7,5,4,1,3,7,2,7,2,5,2,7,3,4,4,4,3,4,2,2,4,4,4,2,2,2,1,1,1,1,2,3,3,3,2,3,2,5,6,2,4,4,5,5,1,5,5,1,1,1,1,4,1,2,7,7,7,6,7,7,5,7,8,+
449,2504,2,2,2,4,4,4,2,6,4,2,4,5,2,4,2,2,4,3,5,5,6,2,4,5,5,6,5,3,5,3,6,2,2,6,2,7,7,5,7,2,7,1,7,1,7,4,2,4,4,2,2,4,4,1,1,1,2,5,4,5,4,5,1,1,1,1,1,1,1,1,4,4,3,3,3,1,1,6,1,7,2,4,2,1,6,1,1,2,2,1,1,1,2,6,7,7,7,6,7,7,7,8,+
450,1950,1,5,4,4,5,5,2,2,3,3,5,1,5,5,4,5,2,2,5,5,5,5,5,5,5,4,5,5,2,2,2,3,7,4,4,4,4,5,3,4,4,3,7,3,4,3,4,3,4,2,2,5,4,1,3,2,4,4,4,3,3,2,4,2,2,2,2,2,2,2,4,4,3,3,3,2,5,4,2,5,4,4,5,2,6,5,2,4,2,4,5,3,3,5,6,6,5,6,6,4,6,8,+
451,1989,2,2,5,2,4,5,4,2,3,3,4,2,2,2,2,4,2,5,2,4,4,2,2,5,2,4,2,5,4,2,4,2,7,5,2,2,4,5,7,3,2,2,2,5,3,3,7,3,5,3,2,5,7,2,2,2,4,2,2,4,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,1,5,5,2,7,4,2,7,2,6,2,1,3,2,2,2,2,5,5,5,6,6,5,6,2,6,8,+
452,8078,1,4,2,2,2,3,2,2,1,2,1,1,3,1,6,4,2,2,2,2,1,1,1,3,3,4,1,6,2,2,1,2,2,7,3,4,6,6,3,1,3,2,7,7,2,7,3,2,7,2,1,7,2,2,1,1,3,1,3,1,2,3,2,2,2,1,3,1,1,2,3,2,2,3,3,1,2,2,2,7,2,2,1,1,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,8,+
453,2857,1,4,1,1,1,1,1,1,5,5,1,1,1,4,4,1,1,1,1,4,4,1,1,1,4,4,4,1,1,1,1,7,1,5,1,1,6,5,7,1,7,7,7,7,1,1,1,7,7,6,1,5,4,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,7,1,1,3,1,7,1,1,1,5,1,1,1,5,7,7,7,7,7,7,6,7,8,+
454,3501,2,4,1,4,3,4,5,3,2,2,3,1,3,2,4,4,2,3,2,4,3,4,2,3,4,4,3,4,2,3,3,1,3,4,7,3,4,5,2,2,7,2,1,7,2,7,7,1,5,2,1,5,3,2,1,1,2,1,2,3,3,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,3,3,3,6,2,2,4,2,6,3,1,4,2,4,3,1,4,6,6,6,6,6,6,6,5,8,+
455,388,1,4,3,6,5,4,4,5,5,3,4,4,4,4,5,5,4,3,4,4,3,6,5,5,5,5,5,3,5,4,6,7,7,5,7,3,4,4,7,5,4,7,3,2,7,5,4,5,7,4,4,4,3,1,1,1,1,2,3,4,3,4,3,1,1,1,1,1,1,1,2,2,2,1,3,2,4,4,6,4,3,3,5,2,6,1,2,1,2,1,4,1,1,7,7,7,7,6,6,6,7,4,NA
456,396,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,4,4,1,4,1,2,4,1,4,5,7,4,4,4,4,4,1,4,7,7,4,4,4,NA
457,2454,1,3,2,2,3,3,1,2,3,2,4,1,1,2,2,2,2,3,2,3,2,2,3,3,4,3,3,3,2,4,2,7,7,7,7,7,7,5,7,3,7,3,3,7,3,2,3,3,4,7,4,5,7,2,2,1,3,1,2,1,3,3,1,1,2,1,2,2,1,2,2,2,2,2,3,2,3,5,4,5,4,4,4,2,5,1,1,2,1,2,1,2,2,7,7,7,7,7,7,6,7,8,+
458,742,2,3,1,1,1,1,1,3,1,1,3,1,1,1,4,1,1,3,3,4,1,1,1,1,2,4,1,2,3,3,1,3,1,4,1,1,7,5,4,2,2,2,3,7,1,1,1,2,7,4,1,3,4,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,6,5,2,1,2,2,7,1,1,1,1,7,2,1,1,7,7,7,7,7,7,7,7,8,+
459,511,1,3,1,1,1,1,1,2,3,1,3,1,1,2,5,2,1,5,3,5,1,1,1,1,2,3,1,1,3,5,1,3,1,4,1,1,7,5,4,7,2,1,3,7,1,1,2,7,4,4,1,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,5,5,2,1,2,2,5,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,8,+
460,1434,1,3,5,4,4,5,4,2,4,3,4,5,4,2,5,4,2,5,5,4,2,5,4,5,4,4,5,5,2,4,2,2,1,2,4,5,7,2,7,7,2,7,7,7,7,2,2,2,7,7,2,1,7,4,4,3,4,3,4,4,3,4,2,2,2,2,4,3,2,4,3,3,3,3,3,4,4,5,5,4,4,5,5,2,3,5,2,5,1,2,2,4,2,2,2,6,5,3,4,1,3,8,NA
461,1504,2,6,2,5,6,7,1,6,5,1,5,2,5,4,4,5,6,7,4,4,5,1,6,7,7,6,6,7,1,1,2,7,7,7,5,5,5,3,7,5,4,5,7,7,4,4,4,4,3,5,1,2,7,3,4,3,4,2,2,4,3,5,3,2,3,1,3,1,2,4,4,4,4,4,4,4,4,3,4,6,4,4,6,2,6,1,4,2,1,1,3,1,5,6,6,7,6,6,6,3,7,8,+
462,529,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,7,1,2,1,1,6,1,1,1,1,3,1,2,3,6,7,7,7,7,7,6,7,4,NA
463,287,2,3,5,3,4,3,6,5,4,1,4,1,1,3,3,4,5,4,1,5,1,4,5,4,3,4,5,3,3,4,3,3,3,7,7,4,7,7,4,3,7,7,5,3,7,3,4,7,7,7,7,4,4,1,4,2,3,1,2,3,3,4,2,1,1,2,1,1,1,1,4,3,1,3,2,4,2,6,1,7,1,1,3,4,3,1,1,2,1,1,1,1,1,6,6,6,5,6,4,6,6,8,+
464,334,2,4,2,3,2,2,3,4,3,3,3,1,2,4,3,6,4,2,5,2,6,2,3,6,5,4,2,6,5,3,3,2,2,5,3,3,3,3,3,1,2,7,2,2,3,7,7,2,2,3,3,2,5,3,3,2,3,1,3,2,2,4,1,3,4,3,2,3,3,3,1,4,4,4,2,4,2,7,2,2,3,3,1,3,6,5,2,2,3,1,6,2,5,2,2,2,1,3,2,2,1,1,NA
465,199,1,4,6,2,4,7,6,4,1,7,6,5,1,3,5,3,6,6,4,4,3,3,4,2,5,4,2,6,5,4,5,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,NA
466,390,1,6,2,5,5,5,5,5,5,6,5,3,2,6,4,3,4,6,3,6,6,2,6,2,3,6,6,6,2,5,4,5,4,5,5,5,3,7,4,4,5,5,6,5,2,5,5,5,4,4,3,2,5,3,4,5,4,3,4,5,5,5,5,3,5,5,4,4,4,5,5,3,5,5,5,3,2,2,2,3,5,3,6,4,1,4,5,6,6,6,7,5,7,3,6,7,4,4,4,5,5,5,NA
467,410,2,3,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,1,1,1,1,2,1,1,3,1,1,1,7,7,1,2,5,5,1,2,2,2,7,7,1,1,1,5,1,1,4,5,7,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,4,4,6,1,5,5,1,6,1,1,1,1,1,7,7,7,7,7,6,7,7,8,+
468,211,2,5,2,6,4,6,5,5,4,6,4,5,5,3,4,4,4,2,5,3,2,4,7,4,1,3,4,4,5,3,5,7,7,7,4,7,2,5,4,4,7,4,5,4,4,4,2,3,1,5,2,2,4,3,3,4,4,2,4,5,3,1,3,3,4,2,2,3,3,4,3,3,3,3,3,3,6,4,4,4,4,2,4,4,6,2,2,1,1,1,3,3,1,2,3,1,2,3,3,7,1,2,NA
469,672,1,5,1,5,4,5,3,2,6,1,4,5,1,5,4,3,4,1,5,6,5,6,4,6,7,6,3,2,2,3,1,7,7,6,7,4,5,4,7,2,4,7,1,7,4,4,2,4,5,5,2,7,4,3,2,4,4,3,2,2,2,4,3,1,3,1,1,1,1,3,4,3,3,3,4,3,3,5,3,6,1,7,6,1,4,5,1,3,5,4,3,2,5,5,7,7,6,6,6,6,5,8,+
470,829,1,2,1,4,4,4,1,5,1,1,2,1,1,3,1,2,2,1,1,5,2,1,3,2,1,5,1,3,5,2,3,5,2,4,2,2,2,5,2,5,2,7,6,1,2,2,2,5,3,2,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,2,2,1,7,1,1,5,2,5,2,2,3,6,5,6,6,5,5,6,7,8,+
471,722,2,1,1,4,4,3,1,4,1,1,4,1,1,4,1,1,1,1,4,2,3,1,3,4,4,4,3,4,2,2,1,1,7,7,7,7,6,1,7,7,7,3,1,6,7,1,5,1,2,7,7,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,3,2,1,3,3,2,1,2,5,7,2,3,2,2,6,2,2,7,2,4,5,2,4,3,3,5,4,3,1,1,6,8,+
472,826,1,4,1,2,4,5,1,3,5,1,3,1,1,1,2,4,2,5,1,5,2,1,5,3,4,5,6,4,3,1,2,1,1,5,1,7,6,3,7,7,7,3,3,1,2,1,7,4,5,1,2,3,2,1,1,1,2,3,2,4,3,3,1,1,2,2,1,1,1,2,3,3,3,2,4,1,3,4,6,7,1,2,5,1,7,5,2,2,1,3,1,1,3,6,6,7,7,4,4,7,7,8,+
473,386,2,4,4,3,4,3,4,3,3,2,5,6,4,5,5,6,5,5,4,4,4,4,5,2,5,5,3,5,5,5,4,3,4,4,4,4,4,7,4,4,7,3,3,4,3,7,5,7,7,7,3,3,2,3,2,2,4,5,5,2,1,2,1,2,4,1,2,1,1,4,4,5,1,2,5,3,6,5,5,7,1,7,4,3,6,5,5,3,5,7,2,4,4,6,6,3,6,4,6,7,4,6,NA
474,714,2,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,6,1,1,3,5,7,7,4,4,7,4,7,7,4,6,4,4,4,7,4,3,3,7,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,7,1,7,7,7,1,1,1,7,7,7,7,1,7,7,1,7,7,7,7,1,1,7,7,7,7,7,NA
475,182,1,5,5,4,4,5,4,3,3,2,5,4,3,4,5,4,5,3,5,5,6,4,3,2,6,5,3,4,2,4,3,7,7,3,2,4,3,3,4,7,7,3,4,7,7,4,2,2,1,1,4,1,3,3,4,1,1,2,3,3,1,1,4,1,3,3,4,1,2,3,4,3,3,3,4,3,3,2,3,7,1,4,5,1,1,4,4,4,1,1,1,4,2,1,1,1,4,6,4,1,1,5,NA
476,178,2,3,3,3,4,3,1,2,3,4,3,1,5,5,2,5,2,2,1,6,6,6,7,2,5,4,5,3,5,4,2,3,6,5,3,7,3,7,4,5,2,5,2,5,6,3,2,6,1,7,4,7,7,1,2,4,4,2,2,4,4,2,3,2,5,3,3,2,4,2,3,1,3,5,4,3,3,2,2,4,6,5,3,4,2,2,4,4,5,2,4,5,4,6,5,4,6,6,2,4,5,4,NA
477,986,1,5,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,5,1,4,4,1,4,3,4,4,4,2,4,4,4,6,7,3,7,7,3,7,7,6,4,4,1,1,2,7,7,7,7,7,7,4,7,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,4,4,4,4,5,3,6,4,1,4,1,7,5,4,7,2,4,3,5,7,3,1,2,4,NA
478,1044,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,6,1,1,6,5,1,1,1,1,1,6,1,1,1,1,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,1,7,1,2,1,1,4,2,1,4,7,7,7,7,7,7,6,6,8,+
479,797,1,2,4,2,2,4,6,2,5,4,5,2,4,2,4,2,2,2,6,4,2,5,5,4,5,5,2,4,4,4,2,7,5,7,7,7,7,7,4,7,7,4,5,2,2,7,7,7,7,7,5,5,7,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,2,4,2,2,2,2,2,3,1,2,2,4,2,2,2,6,4,2,2,4,6,6,4,5,6,4,4,4,NA
480,1150,2,6,6,4,3,3,4,6,4,1,5,5,6,7,4,7,4,1,5,1,4,6,4,5,4,4,4,4,1,4,4,6,4,7,4,4,5,7,5,6,6,4,4,1,5,7,7,7,4,7,4,4,5,3,4,1,5,5,3,3,3,1,1,4,5,2,5,1,1,5,2,3,5,3,2,7,7,4,7,7,1,1,4,4,5,6,1,4,2,4,1,5,4,7,4,7,4,7,7,4,4,4,NA
481,970,2,4,4,3,5,5,4,2,4,1,4,1,4,3,4,4,1,4,4,5,4,5,4,5,5,6,2,4,3,1,3,1,7,3,3,4,5,5,7,5,4,1,4,5,7,1,7,5,7,7,2,7,2,1,1,1,3,2,3,4,3,4,3,1,3,1,1,1,1,1,3,2,2,1,3,3,5,5,5,7,4,4,7,3,6,7,1,4,1,6,1,1,5,7,5,7,7,7,5,7,7,8,+
482,806,1,1,1,4,5,7,7,2,5,1,6,1,1,2,1,7,2,1,1,7,1,6,4,3,3,4,2,3,3,1,1,7,5,7,3,3,7,2,1,2,2,3,7,1,7,3,4,7,4,2,4,4,7,2,4,3,3,1,3,3,4,2,5,5,4,4,3,1,1,1,1,2,4,4,3,2,1,4,3,3,5,3,7,3,5,7,6,3,4,4,3,7,2,1,4,1,4,2,3,3,6,1,NA
483,1075,1,3,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,4,2,1,2,3,5,2,2,2,2,2,4,2,2,5,2,2,5,5,2,3,2,2,2,7,2,2,2,1,5,2,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,7,1,1,4,1,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,6,8,+
484,416,1,4,6,5,1,6,4,5,3,4,5,3,4,7,6,3,6,6,6,4,5,3,4,2,4,4,4,4,6,3,3,7,7,7,7,4,7,3,7,2,7,4,7,4,4,3,3,7,3,3,4,3,3,3,4,2,3,1,3,4,3,4,4,4,4,3,4,4,3,3,2,4,2,4,4,4,4,1,3,5,1,4,4,4,4,6,4,4,4,4,2,3,5,3,4,7,5,6,5,7,4,8,+
485,1133,2,6,1,4,4,4,1,4,2,4,5,1,1,3,3,5,3,4,6,4,1,1,4,4,5,4,5,4,5,4,4,3,3,4,7,5,2,7,7,5,4,3,5,7,4,3,7,5,4,7,2,7,4,2,2,1,3,2,3,2,3,3,3,1,2,2,2,2,1,2,2,3,2,2,3,1,1,3,3,7,1,5,2,1,6,2,2,5,2,2,2,1,3,6,7,6,6,7,6,5,2,8,+
486,168,2,4,3,4,5,4,4,5,4,3,4,4,5,4,5,4,5,5,4,5,3,4,3,5,4,5,5,4,4,4,6,7,3,3,3,4,3,7,3,7,7,4,4,7,3,4,3,3,7,3,4,7,4,3,3,3,3,4,2,2,3,3,3,4,3,4,4,3,2,2,3,4,2,3,2,3,4,5,5,5,2,4,4,5,3,6,3,4,4,3,6,5,4,3,3,2,5,2,3,5,5,3,NA
487,742,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,1,2,2,4,1,1,1,1,1,1,1,7,1,2,7,2,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,4,2,4,2,4,1,1,2,1,1,2,1,1,6,7,5,6,6,5,6,6,8,+
488,1278,2,2,2,2,1,2,1,2,4,2,3,1,1,2,2,2,2,2,2,6,2,5,2,4,3,4,2,2,1,2,1,2,3,7,2,2,4,7,2,2,7,7,2,5,7,7,7,2,5,2,1,3,2,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,7,1,2,2,1,7,2,1,3,2,2,2,2,4,6,6,6,6,6,6,6,6,8,+
489,731,2,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,3,5,3,1,3,1,3,1,1,3,3,3,1,1,3,1,1,4,7,7,1,1,7,1,6,4,7,7,4,7,4,4,4,7,7,7,7,4,4,4,7,4,NA
490,1515,2,5,2,2,2,1,7,3,2,2,5,1,5,6,2,3,1,5,5,5,2,6,1,2,3,4,7,1,4,1,1,5,2,2,2,7,5,4,4,4,3,5,5,2,3,4,3,6,6,5,4,4,5,4,2,3,5,2,4,5,4,5,3,2,2,1,2,1,1,4,2,3,2,1,2,2,5,5,5,7,2,2,6,2,7,5,2,1,2,5,3,2,5,6,6,7,7,6,7,7,6,8,+
491,1623,2,1,1,2,2,2,1,5,5,2,4,1,2,1,4,4,1,2,4,1,3,4,2,4,2,4,5,4,5,2,5,1,7,7,7,7,7,7,7,7,2,3,7,7,7,1,7,1,7,1,2,7,1,3,1,1,3,3,1,3,3,5,3,1,2,1,1,1,1,1,3,3,3,1,3,1,4,5,4,4,4,4,6,1,4,4,1,4,1,4,4,1,4,4,4,4,4,7,5,4,6,8,+
492,1273,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,7,1,1,7,6,1,2,1,1,1,6,1,1,1,1,6,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,8,+
493,1712,1,2,2,1,2,1,1,2,2,1,1,1,2,3,4,5,1,5,1,2,2,1,1,3,2,2,7,2,2,1,2,2,2,7,2,2,6,5,2,3,7,2,7,4,2,1,2,3,5,7,3,4,4,1,1,1,2,3,3,3,3,3,3,2,1,1,1,1,1,2,3,4,2,2,3,1,4,3,4,7,2,1,3,4,6,2,2,5,2,5,4,2,5,6,5,6,5,5,6,5,7,8,+
494,644,2,3,3,4,4,5,2,5,5,3,4,4,3,4,5,4,3,3,5,5,5,4,6,4,3,3,6,5,5,6,6,7,7,3,3,4,7,4,4,4,5,7,7,3,7,5,3,3,3,4,3,3,3,3,2,1,3,1,4,4,3,4,3,2,1,2,1,1,3,2,2,3,2,2,2,5,3,4,2,1,2,5,3,1,4,5,6,5,7,6,5,4,4,5,7,6,6,6,7,4,5,3,NA
495,1223,2,3,2,1,2,2,1,2,2,2,3,1,2,1,4,2,1,5,4,3,2,1,2,2,3,4,1,2,2,2,3,3,3,7,2,2,7,5,2,3,2,2,2,4,2,2,3,2,5,2,3,5,2,2,2,1,4,2,2,2,2,1,3,2,3,1,1,1,1,1,2,2,1,2,2,1,3,2,4,6,1,2,4,2,7,1,3,4,2,2,1,2,3,6,7,7,6,6,7,4,6,8,+
